Name,City,Country,Airport IATA,Latitude,Longitude
Iki Airport,Iki,Japan,IKI,33.7490005493,129.785003662
Yamaguchi Ube Airport,Yamaguchi,Japan,UBJ,33.930000305200004,131.279006958
Tsushima Airport,Tsushima,Japan,TSJ,34.2849006653,129.33099365200002
Monbetsu Airport,Monbetsu,Japan,MBE,44.303901672399995,143.404006958
Asahikawa Airport,Asahikawa,Japan,AKJ,43.670799255371094,142.44700622558594
Okushiri Airport,Okushiri,Japan,OIR,42.0717010498,139.432998657
Rishiri Airport,Rishiri Island,Japan,RIS,45.24200057979999,141.186004639
Yakushima Airport,Yakushima,Japan,KUM,30.3855991364,130.65899658200001
Fukue Airport,Fukue,Japan,FUJ,32.66630172729492,128.83299255371094
Fukuoka Airport,Fukuoka,Japan,FUK,33.585899353027344,130.45100402832028
New Tanegashima Airport,Tanegashima,Japan,TNE,30.6051006317,130.990997314
Kagoshima Airport,Kagoshima,Japan,KOJ,31.80340003967285,130.718994140625
Miyazaki Airport,Miyazaki,Japan,KMI,31.877199173,131.44900512700002
Oita Airport,Oita,Japan,OIT,33.479400634799994,131.736999512
Kitakyūshū Airport,Kitakyushu,Japan,KKJ,33.8459014893,131.035003662
Kumamoto Airport,Kumamoto,Japan,KMJ,32.83729934692383,130.85499572753906
Nagasaki Airport,Nagasaki,Japan,NGS,32.916900634799994,129.914001465
Amami Airport,Amami,Japan,ASJ,28.430599212646484,129.71299743652344
Okierabu Airport,Okierabu,Japan,OKE,27.4255008698,128.701004028
Tokunoshima Airport,Tokunoshima,Japan,TKN,27.83639907836914,128.88099670410156
Fukui Airport,Fukui,Japan,FKJ,36.142799377399996,136.223999023
Gifu Airport,Gifu,Japan,QGU,35.394100189208984,136.8699951171875
Komatsu Airport,Kanazawa,Japan,KMQ,36.39459991455078,136.40699768066406
Oki Airport,Oki Island,Japan,OKI,36.18109893798828,133.32499694824222
Toyama Airport,Toyama,Japan,TOY,36.64830017089844,137.18800354003906
Hiroshima Airport,Hiroshima,Japan,HIJ,34.4361000061,132.91900634799998
Okayama Airport,Okayama,Japan,OKJ,34.7569007874,133.854995728
Izumo Airport,Izumo,Japan,IZO,35.4136009216,132.88999939
Miho Yonago Airport,Miho,Japan,YGJ,35.4921989440918,133.23599243164062
Kōchi Ryōma Airport,Kochi,Japan,KCZ,33.546101,133.669006
Matsuyama Airport,Matsuyama,Japan,MYJ,33.82720184326172,132.69999694824222
Osaka International Airport,Osaka,Japan,ITM,34.785499572753906,135.43800354003906
Tottori Airport,Tottori,Japan,TTJ,35.530101776100004,134.167007446
Tokushima Airport/JMSDF Air Base,Tokushima,Japan,TKS,34.132801,134.60699499999998
Takamatsu Airport,Takamatsu,Japan,TAK,34.214199066199996,134.01600647
Aomori Airport,Aomori,Japan,AOJ,40.73469924926758,140.69099426269528
Yamagata Airport,Yamagata,Japan,GAJ,38.4118995667,140.371002197
Sado Airport,Sado,Japan,SDS,38.0601997375,138.414001465
Hachinohe Airport,Hachinoe,Japan,HHE,40.556400299072266,141.46600341796875
Hanamaki Airport,Hanamaki,Japan,HNA,39.4286003112793,141.13499450683594
Akita Airport,Akita,Japan,AXT,39.6156005859375,140.218994140625
Misawa Air Base,Misawa,Japan,MSJ,40.7032012939,141.367996216
Sendai Airport,Sendai,Japan,SDJ,38.139701843299996,140.917007446
Atsugi Naval Air Facility,Atsugi,Japan,NJA,35.4546012878418,139.44999694824222
Hachijojima Airport,Hachijojima,Japan,HAC,33.1150016785,139.785995483
Oshima Airport,Oshima,Japan,OIM,34.7820014954,139.36000061
Tokyo Haneda International Airport,Tokyo,Japan,HND,35.552299,139.779999
Yokota Air Base,Yokota,Japan,OKO,35.74850082397461,139.34800720214844
Gwangju Airport,Kwangju,South Korea,KWJ,35.123173,126.805444
Jeon Ju Airport (G-703),Jhunju,South Korea,CHN,35.87808,127.11911200000002
Yeosu Airport,Yeosu,South Korea,RSU,34.842300415039055,127.61699676513672
Gangneung Airport (K-18),Kangnung,South Korea,KAG,37.753601,128.943915
Jeju International Airport,Cheju,South Korea,CJU,33.51129913330078,126.49299621582031
Jinhae Airbase/Airport (G-813/K-10),Chinhae,South Korea,CHF,35.140248,128.69622900000002
Gimhae International Airport,Busan,South Korea,PUS,35.1795005798,128.93800354
Ulsan Airport,Ulsan,South Korea,USN,35.59349823,129.352005005
Seoul Air Base (K-16),Seoul East,South Korea,SSN,37.444744,127.11271799999999
Osan Air Base,Osan,South Korea,OSN,37.090599,127.029999
Gimpo International Airport,Seoul,South Korea,GMP,37.5583,126.791
Suwon Airport,Suwon,South Korea,SWU,37.23939895629883,127.00700378417969
Pohang Airport (G-815/K-3),Pohang,South Korea,KPO,35.987955,129.42038300000002
Daegu Airport,Taegu,South Korea,TAE,35.896871999999995,128.65531000000001
Yecheon Airbase,Yechon,South Korea,YEC,36.630373,128.34971000000002
Naha Airport,Okinawa,Japan,OKA,26.1958007812,127.64600372299999
Kadena Air Base,Kadena,Japan,DNA,26.3556,127.76799799999999
New Ishigaki Airport,Ishigaki,Japan,ISG,24.396389000000003,124.245
Kumejima Airport,Kumejima,Japan,UEO,26.36350059509277,126.71399688720705
Minami-Daito Airport,Minami Daito,Japan,MMD,25.8465003967,131.263000488
Miyako Airport,Miyako,Japan,MMY,24.7828006744,125.294998169
Kitadaito Airport,Kitadaito,Japan,KTD,25.9447002411,131.32699585
Shimojishima Airport,Shimojishima,Japan,SHI,24.8267002106,125.144996643
Tarama Airport,Tarama,Japan,TRA,24.6539001465,124.67500305200001
Yoron Airport,Yoron,Japan,RNJ,27.0440006256,128.40199279799998
Yonaguni Airport,Yonaguni Jima,Japan,OGN,24.466899871826172,122.97799682617188
Ninoy Aquino International Airport,Manila,Philippines,MNL,14.5086,121.019997
Awang Airport,Cotabato,Philippines,CBO,7.165239810943604,124.20999908447266
Pagadian Airport,Pagadian,Philippines,PAG,7.830731447869999,123.461179733
General Santos International Airport,Romblon,Philippines,GES,6.058000087740001,125.096000671
Zamboanga International Airport,Zamboanga,Philippines,ZAM,6.922420024871826,122.05999755859376
Loakan Airport,Baguio,Philippines,BAG,16.375099182128903,120.62000274658205
Daet Airport,Daet,Philippines,DTE,14.129199981689453,122.9800033569336
San Jose Airport,San Jose,Philippines,SJI,12.361499786399998,121.04699707
Mamburao Airport,Mamburao,Philippines,MBO,13.208100318908693,120.6050033569336
Dr.Juan C. Angara Airport,Baler,Philippines,BQA,15.729308999999999,121.50003400000001
Daniel Z. Romualdez Airport,Tacloban,Philippines,TAC,11.228035,125.02776100000001
Bacolod-Silay Airport,Bacolod,Philippines,BCD,10.7764,123.014999
Sibulan Airport,Dumaguete,Philippines,DGT,9.3337097168,123.30000305200001
Godofredo P. Ramos Airport,Caticlan,Philippines,MPH,11.9245,121.954002
Iloilo International Airport,Iloilo,Philippines,ILO,10.833017,122.493358
Kalibo International Airport,Kalibo,Philippines,KLO,11.679400444,122.375999451
Puerto Princesa Airport,Puerto Princesa,Philippines,PPS,9.742119789123537,118.75900268554688
Evelio Javier Airport,San Jose,Philippines,EUQ,10.765999794,121.93299865700001
Comodoro Pierrestegui Airport,Concordia,Argentina,COC,-31.2969,-57.9966
Gualeguaychu Airport,Gualeguaychu,Argentina,GHU,-33.0103,-58.6131
Junin Airport,Junin,Argentina,JNI,-34.5459,-60.9306
General Urquiza Airport,Parana,Argentina,PRA,-31.7948,-60.4804
Islas Malvinas Airport,Rosario,Argentina,ROS,-32.9036,-60.785
Sauce Viejo Airport,Santa Fe,Argentina,SFN,-31.7117,-60.8117
Jorge Newbery Airpark,Buenos Aires,Argentina,AEP,-34.5592,-58.4156
Ingeniero Ambrosio Taravella Airport,Cordoba,Argentina,COR,-31.323601,-64.208
San Fernando Airport,San Fernando,Argentina,FDO,-34.4532,-58.5896
La Plata Airport,La Plata,Argentina,LPG,-34.9722,-57.8947
El Palomar Airport,El Palomar,Argentina,EPA,-34.6099,-58.6126
Chos Malal Airport,Chosmadal,Argentina,HOS,-37.444698333699996,-70.2225036621
Dr. Arturo H. Illia Airport,Fuerte Gral Roca,Argentina,GNR,-39.0007019043,-67.6204986572
El Plumerillo Airport,Mendoza,Argentina,MDZ,-32.831699371300004,-68.7929000854
Comodoro D.R. Salomón Airport,Malargue,Argentina,LGS,-35.493598938000005,-69.5743026733
Suboficial Ay Santiago Germano Airport,San Rafael,Argentina,AFA,-34.588299,-68.4039
Catamarca Airport,Catamarca,Argentina,CTC,-28.5956001282,-65.751701355
Vicecomodoro Angel D. La Paz Aragonés Airport,Santiago Del Estero,Argentina,SDE,-27.7655563354,-64.3099975586
Capitan V A Almonacid Airport,La Rioja,Argentina,IRJ,-29.381599426300003,-66.7957992554
Teniente Benjamin Matienzo Airport,Tucuman,Argentina,TUC,-26.8409,-65.104897
Domingo Faustino Sarmiento Airport,San Juan,Argentina,UAQ,-31.571501,-68.418198
Area De Material Airport,Rio Cuarto,Argentina,RCU,-33.0850982666,-64.2612991333
Villa Dolores Airport,Villa Dolores,Argentina,VDR,-31.945199966399997,-65.1463012695
Villa Reynolds Airport,Villa Reynolds,Argentina,VME,-33.729900360100004,-65.3873977661
Brigadier Mayor D Cesar Raul Ojeda Airport,San Luis,Argentina,LUQ,-33.2732009888,-66.3563995361
Corrientes Airport,Corrientes,Argentina,CNQ,-27.4455,-58.7619
Resistencia International Airport,Resistencia,Argentina,RES,-27.45,-59.0561
Formosa Airport,Formosa,Argentina,FMA,-26.2127,-58.2281
Cataratas Del Iguazú International Airport,Iguazu Falls,Argentina,IGR,-25.737301000000002,-54.4734
Paso De Los Libres Airport,Paso De Los Libres,Argentina,AOL,-29.6894,-57.1521
Monte Caseros Airport,Monte Caseros,Argentina,MCS,-30.2719,-57.6402
Libertador Gral D Jose De San Martin Airport,Posadas,Argentina,PSS,-27.3858,-55.9707
Termal Airport,Presidencia R.s.pena,Argentina,PRQ,-26.753611,-60.492222
Martin Miguel De Guemes International Airport,Salta,Argentina,SLA,-24.856000900300003,-65.4861984253
Gobernador Horacio Guzman International Airport,Jujuy,Argentina,JUJ,-24.392799,-65.097801
Orán Airport,Oran,Argentina,ORA,-23.1527996063,-64.3292007446
El Dorado Airport,El Dorado,Argentina,ELO,-26.397499084499998,-54.5746994019
Goya Airport,Goya,Argentina,OYA,-29.1058,-59.2189
Reconquista Airport,Reconquista,Argentina,RCQ,-29.2103,-59.68
Curuzu Cuatia Airport,Curuzu Cuatia,Argentina,UZU,-29.7706,-57.9789
El Bolson Airport,El Bolson,Argentina,EHL,-41.9431991577,-71.53230285640001
General E. Mosconi Airport,Comodoro Rivadavia,Argentina,CRD,-45.7853,-67.4655
Brigadier Antonio Parodi Airport,Esquel,Argentina,EQS,-42.908000946,-71.139503479
Almirante Marco Andres Zar Airport,Trelew,Argentina,REL,-43.2105,-65.2703
Gobernador Castello Airport,Viedma,Argentina,VDM,-40.8692,-63.0004
El Tehuelche Airport,Puerto Madryn,Argentina,PMY,-42.7592,-65.1027
Puerto Deseado Airport,Puerto Deseado,Argentina,PUD,-47.7353,-65.9041
Hermes Quijada International Airport,Rio Grande,Argentina,RGA,-53.7777,-67.7494
Piloto Civil N. Fernández Airport,Rio Gallegos,Argentina,RGL,-51.6089,-69.3126
Malvinas Argentinas Airport,Ushuaia,Argentina,USH,-54.8433,-68.2958
Capitan D Daniel Vazquez Airport,San Julian,Argentina,ULA,-49.3068,-67.8026
Perito Moreno Airport,Perito Moreno,Argentina,PMQ,-46.537898999999996,-70.978699
Santa Cruz Airport,Santa Cruz,Argentina,RZA,-50.0165,-68.5792
Comandante Espora Airport,Bahia Blanca,Argentina,BHI,-38.725,-62.1693
Brigadier D.H.E. Ruiz Airport,Colonel Suarez,Argentina,CSZ,-37.446098,-61.889301
Olavarria Airport,Olavarria,Argentina,OVR,-36.8899993896,-60.216598510699995
General Pico Airport,General Pico,Argentina,GPO,-35.696201324499995,-63.7583007812
Tres Arroyos Airport,Tres Arroyos,Argentina,OYO,-38.3869,-60.3297
Ástor Piazzola International Airport,Mar Del Plata,Argentina,MDQ,-37.9342,-57.5733
Presidente Peron Airport,Neuquen,Argentina,NQN,-38.949001,-68.15570100000001
Comodoro Pedro Zanni Airport,Pehuajo,Argentina,PEH,-35.8446,-61.8576
Santa Rosa Airport,Santa Rosa,Argentina,RSA,-36.588299,-64.27570300000001
San Carlos De Bariloche Airport,San Carlos De Bariloche,Argentina,BRC,-41.151199,-71.157501
Héroes De Malvinas Airport,Tandil,Argentina,TDL,-37.2374000549,-59.227901458699996
Villa Gesell Airport,Villa Gesell,Argentina,VLG,-37.2354,-57.0292
Cutral-Co Airport,Cutralco,Argentina,CUT,-38.939701080300004,-69.2646026611
Aviador C. Campos Airport,San Martin Des Andes,Argentina,CPC,-40.075401,-71.137299
Conceição do Araguaia Airport,Conceicao Do Araguaia,Brazil,CDJ,-8.348349571228027,-49.30149841308594
Araraquara Airport,Araracuara,Brazil,AQA,-21.812000274699997,-48.13299942020001
Santa Maria Airport,Aracaju,Brazil,AJU,-10.984000206,-37.0703010559
Piloto Osvaldo Marques Dias Airport,Alta Floresta,Brazil,AFL,-9.866389274600001,-56.104999542200005
Araçatuba Airport,Aracatuba,Brazil,ARU,-21.1413002014,-50.4247016907
Val de Cans/Júlio Cezar Ribeiro International Airport,Belem,Brazil,BEL,-1.3792500495900002,-48.476299285900005
Comandante Gustavo Kraemer Airport,Bage,Brazil,BGX,-31.39049911499,-54.112201690674
Pampulha - Carlos Drummond de Andrade Airport,Belo Horizonte,Brazil,PLU,-19.851200103759766,-43.950599670410156
Bacacheri Airport,Curitiba,Brazil,BFH,-25.4050998688,-49.2319984436
Presidente Juscelino Kubistschek International Airport,Brasilia,Brazil,BSB,-15.86916732788086,-47.92083358764648
Bauru Airport,Bauru,Brazil,BAU,-22.344999313400002,-49.053798675500005
Atlas Brasil Cantanhede Airport,Boa Vista,Brazil,BVB,2.8413889408099995,-60.69222259520001
Barra do Garças Airport,Barra Do Garcas,Brazil,BPG,-15.8613004684,-52.388900756800005
Cascavel Airport,Cascavel,Brazil,CAC,-25.0002994537,-53.5008010864
Tancredo Neves International Airport,Belo Horizonte,Brazil,CNF,-19.62444305419922,-43.97194290161133
Campo Grande Airport,Campo Grande,Brazil,CGR,-20.468700408900002,-54.6725006104
Serafin Enoss Bertaso Airport,Chapeco,Brazil,XAP,-27.134199142456,-52.656600952148
Brig. Lysias Augusto Rodrigues Airport,Carolina,Brazil,CLN,-7.32043981552124,-47.45869827270508
Diomício Freitas Airport,Criciuma,Brazil,CCM,-28.724443435700003,-49.4213905334
Bartolomeu Lisandro Airport,Campos,Brazil,CAW,-21.698299408,-41.301700591999996
Corumbá International Airport,Corumba,Brazil,CMG,-19.0119438171,-57.6713905334
Afonso Pena Airport,Curitiba,Brazil,CWB,-25.5284996033,-49.175800323500006
Caravelas Airport,Caravelas,Brazil,CRQ,-17.652299880981,-39.253101348877
Hugo Cantergiani Regional Airport,Caxias Do Sul,Brazil,CXJ,-29.197099685700003,-51.1875
Marechal Rondon Airport,Cuiaba,Brazil,CGB,-15.6528997421,-56.1166992188
Cruzeiro do Sul Airport,Cruzeiro do Sul,Brazil,CZS,-7.59990978241,-72.7695007324
Presidente Prudente Airport,President Prudente,Brazil,PPB,-22.1751003265,-51.4245986938
Eduardo Gomes International Airport,Manaus,Brazil,MAO,-3.038609981536865,-60.04970169067383
Jacareacanga Airport,Jacare-acanga,Brazil,JCR,-6.2331600189208975,-57.77690124511719
Cataratas International Airport,Foz Do Iguacu,Brazil,IGU,-25.60027885437012,-54.48500061035156
Hercílio Luz International Airport,Florianopolis,Brazil,FLN,-27.670278549194336,-48.5525016784668
Fernando de Noronha Airport,Fernando Do Noronha,Brazil,FEN,-3.8549300000000004,-32.423302
Pinto Martins International Airport,Fortaleza,Brazil,FOR,-3.776279926300049,-38.53260040283203
Rio Galeão – Tom Jobim International Airport,Rio De Janeiro,Brazil,GIG,-22.809999465900002,-43.2505569458
Guajará-Mirim Airport,Guajara-mirim,Brazil,GJM,-10.786399841308594,-65.28479766845703
Santa Genoveva Airport,Goiania,Brazil,GYN,-16.631999969482422,-49.22069931030274
Guarulhos - Governador André Franco Montoro International Airport,Sao Paulo,Brazil,GRU,-23.435556411743164,-46.47305679321289
Guaratinguetá Airport,Guaratingueta,Brazil,GUJ,-22.79159927368164,-45.20479965209961
Altamira Airport,Altamira,Brazil,ATM,-3.2539100646973,-52.254001617432
Itacoatiara Airport,Itaituba,Brazil,ITA,-3.127259969711304,-58.481201171875
Itaituba Airport,Itaituba,Brazil,ITB,-4.2423400878906,-56.000701904296996
Bahia - Jorge Amado Airport,Ilheus,Brazil,IOS,-14.815999984741001,-39.033199310303004
Usiminas Airport,Ipatinga,Brazil,IPN,-19.470699310302997,-42.487598419189
Francisco Vilela do Amaral Airport,Itumbiara,Brazil,ITR,-18.444700241099998,-49.2134017944
Prefeito Renato Moreira Airport,Imperatriz,Brazil,IMP,-5.53129,-47.459998999999996
Francisco de Assis Airport,Juiz De Fora,Brazil,JDF,-21.791500091552734,-43.38679885864258
Presidente Castro Pinto International Airport,Joao Pessoa,Brazil,JPA,-7.145833015440002,-34.9486122131
Lauro Carneiro de Loyola Airport,Joinville,Brazil,JOI,-26.22450065612793,-48.797401428222656
Presidente João Suassuna Airport,Campina Grande,Brazil,CPV,-7.26992,-35.8964
Viracopos International Airport,Campinas,Brazil,VCP,-23.0074005127,-47.1344985962
Lages Airport,Lajes,Brazil,LAJ,-27.7821006775,-50.28150177
Lins Airport,Lins,Brazil,LIP,-21.663999557494996,-49.730499267578004
Governador José Richa Airport,Londrina,Brazil,LDB,-23.3335990906,-51.1301002502
Bom Jesus da Lapa Airport,Bom Jesus Da Lapa,Brazil,LAZ,-13.2621002197,-43.4081001282
João Correa da Rocha Airport,Maraba,Brazil,MAB,-5.36858987808,-49.1380004883
Monte Dourado Airport,Almeirim,Brazil,MEU,-0.8898389999999999,-52.6022
Regional de Maringá - Sílvio Nane Junior Airport,Maringa,Brazil,MGF,-23.4794445038,-52.01222229
Mário Ribeiro Airport,Montes Claros,Brazil,MOC,-16.706899642899998,-43.818901061999995
Ponta Pelada Airport,Manaus,Brazil,PLL,-3.1460399627685547,-59.98630142211914
Zumbi dos Palmares Airport,Maceio,Brazil,MCZ,-9.510809898376463,-35.79169845581055
Alberto Alcolumbre Airport,Macapa,Brazil,MCP,0.0506640002131,-51.0722007751
Dix-Sept Rosado Airport,Mocord,Brazil,MVF,-5.2019200325,-37.3642997742
Manicoré Airport,Manicore,Brazil,MNX,-5.8113799095153995,-61.278301239014
Ministro Victor Konder International Airport,Navegantes,Brazil,NVT,-26.879998999999998,-48.651402000000004
Santo Ângelo Airport,Santo Angelo,Brazil,GEL,-28.2817,-54.169102
Governador Aluízio Alves International Airport,Natal,Brazil,NAT,-5.768056,-35.376111
Oiapoque Airport,Oioiapoque,Brazil,OYK,3.85548996925354,-51.79690170288086
Salgado Filho Airport,Porto Alegre,Brazil,POA,-29.994400024414066,-51.1713981628418
Prefeito Doutor João Silva Filho Airport,Parnaiba,Brazil,PHB,-2.89374995232,-41.73199844359999
Poços de Caldas - Embaixador Walther Moreira Salles Airport,Pocos De Caldas,Brazil,POO,-21.843000411987,-46.567901611328004
Lauro Kurtz Airport,Passo Fundo,Brazil,PFB,-28.243999,-52.326599
João Simões Lopes Neto International Airport,Pelotas,Brazil,PET,-31.718398999999998,-52.327702
Senador Nilo Coelho Airport,Petrolina,Brazil,PNZ,-9.362409591674805,-40.56909942626953
Porto Nacional Airport,Porto Nacional,Brazil,PNB,-10.719400405883787,-48.39970016479492
Ponta Porã Airport,Ponta Pora,Brazil,PMG,-22.54960060119629,-55.702598571777344
Governador Jorge Teixeira de Oliveira Airport,Porto Velho,Brazil,PVH,-8.70928955078125,-63.90230178833008
Plácido de Castro Airport,Rio Branco,Brazil,RBR,-9.868888854980467,-67.89805603027344
Guararapes - Gilberto Freyre International Airport,Recife,Brazil,REC,-8.126489639282228,-34.923599243164055
Santos Dumont Airport,Rio De Janeiro,Brazil,SDU,-22.910499572800003,-43.1631011963
Leite Lopes Airport,Ribeirao Preto,Brazil,RAO,-21.136388778686523,-47.77666854858398
Santa Cruz Air Force Base,Rio De Janeiro,Brazil,SNZ,-22.9324,-43.719101
Professor Urbano Ernesto Stumpf Airport,Sao Jose Dos Campos,Brazil,SJK,-23.22920036315918,-45.86149978637695
Marechal Cunha Machado International Airport,Sao Luis,Brazil,SLZ,-2.585360050201416,-44.23410034179688
Congonhas Airport,Sao Paulo,Brazil,CGH,-23.626110076904297,-46.65638732910156
Prof. Eribelto Manoel Reino State Airport,Sao Jose Do Rio Preto,Brazil,SJP,-20.8166007996,-49.40650177
Base Aérea de Santos Airport,Santos,Brazil,SSZ,-23.928056716918945,-46.299720764160156
Deputado Luiz Eduardo Magalhães International Airport,Salvador,Brazil,SSA,-12.9086112976,-38.3224983215
Trombetas Airport,Oriximina,Brazil,TMT,-1.489599943161,-56.396800994873
Senador Petrônio Portela Airport,Teresina,Brazil,THE,-5.0599398613,-42.8235015869
Tefé Airport,Tefe,Brazil,TFF,-3.38294005394,-64.7240982056
Tarauacá Airport,Tarauaca,Brazil,TRQ,-8.1552600860596,-70.783302307129
Telêmaco Borba Airport,Telemaco Borba,Brazil,TEC,-24.317800521850586,-50.6515998840332
Tabatinga Airport,Tabatinga,Brazil,TBT,-4.2556700706482,-69.93579864502
Tucuruí Airport,Tucurui,Brazil,TUR,-3.7860100269317996,-49.72029876709001
São Gabriel da Cachoeira Airport,Sao Gabriel,Brazil,SJL,-0.14835,-66.9855
Paulo Afonso Airport,Paulo Alfonso,Brazil,PAV,-9.4008798599243,-38.250598907471
Rubem Berta Airport,Uruguaiana,Brazil,URG,-29.782199859600002,-57.0382003784
Ten. Cel. Aviador César Bombonato Airport,Uberlandia,Brazil,UDI,-18.883612,-48.225277
Mário de Almeida Franco Airport,Uberaba,Brazil,UBA,-19.764722824097,-47.966110229491996
Major Brigadeiro Trompowsky Airport,Varginha,Brazil,VAG,-21.5900993347,-45.473300933800004
Brigadeiro Camarão Airport,Vilhena,Brazil,BVH,-12.694399833678998,-60.098300933838
Eurico de Aguiar Salles Airport,Vitoria,Brazil,VIX,-20.258057,-40.286388
Campo Fontenelle Airport,Piracununga,Brazil,QPS,-21.984600067138672,-47.33480072021485
Chacalluta Airport,Arica,Chile,ARI,-18.348499,-70.338699
Balmaceda Airport,Balmaceda,Chile,BBA,-45.916099548339844,-71.68949890136719
Chile Chico Airport,Chile Chico,Chile,CCH,-46.58330154418945,-71.6874008178711
El Loa Airport,Calama,Chile,CJC,-22.498199462890625,-68.90360260009766
Gral. Bernardo O´Higgins Airport,Chillan,Chile,YAI,-36.58250045776367,-72.03140258789062
Pdte. Carlos Ibañez del Campo Airport,Punta Arenas,Chile,PUQ,-53.002602,-70.854599
Teniente Vidal Airport,Coyhaique,Chile,GXQ,-45.594200134277344,-72.1061019897461
Diego Aracena Airport,Iquique,Chile,IQQ,-20.535200119018555,-70.18129730224611
Comodoro Arturo Merino Benítez International Airport,Santiago,Chile,SCL,-33.393001556396484,-70.78579711914062
Andrés Sabella Gálvez International Airport,Antofagasta,Chile,ANF,-23.444501000000002,-70.445099
Capitan Fuentes Martinez Airport Airport,Porvenir,Chile,WPR,-53.253700256347656,-70.31919860839844
Futaleufú Airport,Futaleufu,Chile,FFU,-43.18920135498047,-71.8510971069336
María Dolores Airport,Los Angeles,Chile,LSQ,-37.40169906616211,-72.42539978027344
Guardiamarina Zañartu Airport,Puerto Williams,Chile,WPU,-54.93109893798828,-67.62629699707031
Carriel Sur Airport,Concepcion,Chile,CCP,-36.772701,-73.063103
Mataveri Airport,Easter Island,Chile,IPC,-27.164800643899998,-109.42199707
Cañal Bajo Carlos - Hott Siebert Airport,Osorno,Chile,ZOS,-40.61119842529297,-73.06099700927734
Vallenar Airport,Vallenar,Chile,VLR,-28.596399307250977,-70.75599670410156
De La Independencia Airport,Rancagua,Chile,QRC,-34.17369842529297,-70.77570343017578
Teniente Rodolfo Marsh Martin Base,Isla Rey Jorge,Antarctica,TNM,-62.190799713100006,-58.986698150600006
La Florida Airport,La Serena,Chile,LSC,-29.916201,-71.199501
Maquehue Airport,Temuco,Chile,PZS,-38.766799926758,-72.637100219727
El Tepual Airport,Puerto Montt,Chile,PMC,-41.43889999389648,-73.09400177001953
Chaitén Airport,Chaiten,Chile,WCH,-42.93280029296875,-72.6990966796875
Pichoy Airport,Valdivia,Chile,ZAL,-39.6500015259,-73.08609771729999
Chachoán Airport,Ambato,Ecuador,ATF,-1.2120699882507324,-78.57460021972656
Francisco De Orellana Airport,Coca,Ecuador,OCC,-0.4628860056400299,-76.98680114746094
Mariscal Lamar Airport,Cuenca,Ecuador,CUE,-2.88947,-78.984398
Seymour Airport,Galapagos,Ecuador,GPS,-0.4537580013275146,-90.26589965820312
José Joaquín de Olmedo International Airport,Guayaquil,Ecuador,GYE,-2.15741991997,-79.88359832760001
Cotopaxi International Airport,Latacunga,Ecuador,LTX,-0.906833,-78.615799
Jose Maria Velasco Ibarra Airport,Macara,Ecuador,MRR,-4.37823009491,-79.94100189210002
Coronel E Carvajal Airport,Macas,Ecuador,XMS,-2.299170017242432,-78.12079620361328
General Manuel Serrano Airport,Machala,Ecuador,MCH,-3.2689,-79.961601
Eloy Alfaro International Airport,Manta,Ecuador,MEC,-0.9460780024528505,-80.67880249023438
Reales Tamarindos Airport,Portoviejo,Ecuador,PVO,-1.0416500568389893,-80.47219848632812
Mariscal Sucre International Airport,Quito,Ecuador,UIO,-0.129166666667,-78.3575
Santa Rosa International Airport,Santa Rosa,Ecuador,ETR,-3.441986,-79.996957
General Ulpiano Paez Airport,Salinas,Ecuador,SNC,-2.20499,-80.988899
Tarapoa Airport,Tarapoa,Ecuador,TPC,-0.12295600026845932,-76.33779907226562
Teniente Coronel Luis a Mantilla Airport,Tulcan,Ecuador,TUA,0.8095059990882874,-77.70809936523438
Silvio Pettirossi International Airport,Asuncion,Paraguay,ASU,-25.239999771118164,-57.52000045776367
Juan De Ayolas Airport,Ayolas,Paraguay,AYO,-27.370554,-56.854064
Teniente Col Carmelo Peralta Airport,Conception,Paraguay,CIO,-23.442363,-57.427253
Dr. Luis Maria Argaña International Airport,Mariscal Estigarribia,Paraguay,ESG,-22.049999237060547,-60.61999893188477
Carlos Miguel Gimenez Airport,Pilar,Paraguay,PIL,-26.881224,-58.318026
El Eden Airport,Armenia,Colombia,AXM,4.452780000000001,-75.7664
Tres De Mayo Airport,Puerto Asis,Colombia,PUU,0.505228,-76.5008
Las Flores Airport,El Banco,Colombia,ELB,9.045539999999999,-73.9749
Palonegro Airport,Bucaramanga,Colombia,BGA,7.1265,-73.1848
El Dorado International Airport,Bogota,Colombia,BOG,4.70159,-74.1469
Ernesto Cortissoz International Airport,Barranquilla,Colombia,BAQ,10.8896,-74.7808
José Celestino Mutis Airport,Bahia Solano,Colombia,BSC,6.20292,-77.3947
Gerardo Tobar López Airport,Buenaventura,Colombia,BUN,3.81963,-76.9898
Camilo Daza International Airport,Cucuta,Colombia,CUC,7.927569999999999,-72.5115
Rafael Nuñez International Airport,Cartagena,Colombia,CTG,10.4424,-75.513
Alfonso Bonilla Aragon International Airport,Cali,Colombia,CLO,3.54322,-76.3816
La Florida Airport,Tumaco,Colombia,TCO,1.8144200000000001,-78.7492
Las Brujas Airport,Corozal,Colombia,CZU,9.33274,-75.2856
Yariguíes Airport,Barrancabermeja,Colombia,EJA,7.02433,-73.8068
Gustavo Artunduaga Paredes Airport,Florencia,Colombia,FLA,1.5891899999999999,-75.5644
Santiago Vila Airport,Girardot,Colombia,GIR,4.2762400000000005,-74.7967
Juan Casiano Airport,Guapi,Colombia,GPI,2.57013,-77.8986
