Airline IATA,Source airport IATA,Destination airport IATA,Stops,Airline Name,Active
UA,YUL,DEN,0,United Airlines,Y
UA,YUL,EWR,0,United Airlines,Y
UA,YUL,GVA,0,United Airlines,Y
UA,YUL,IAD,0,United Airlines,Y
UA,YUL,IAH,0,United Airlines,Y
UA,YUL,LAX,0,United Airlines,Y
UA,YUL,LGA,0,United Airlines,Y
UA,YUL,ORD,0,United Airlines,Y
UA,YUL,SFO,0,United Airlines,Y
UA,YUL,YYZ,0,United Airlines,Y
UA,YUM,LAX,0,United Airlines,Y
UA,YVR,DEN,0,United Airlines,Y
UA,YVR,EWR,0,United Airlines,Y
UA,YVR,IAH,0,United Airlines,Y
UA,YVR,LAX,0,United Airlines,Y
UA,YVR,ORD,0,United Airlines,Y
UA,YVR,PDX,0,United Airlines,Y
UA,YVR,SEA,0,United Airlines,Y
UA,YVR,SFO,0,United Airlines,Y
UA,YWG,DEN,0,United Airlines,Y
UA,YWG,ORD,0,United Airlines,Y
UA,YXE,DEN,0,United Airlines,Y
UA,YXE,ORD,0,United Airlines,Y
UA,YXU,ORD,0,United Airlines,Y
UA,YYC,DEN,0,United Airlines,Y
UA,YYC,IAH,0,United Airlines,Y
UA,YYC,ORD,0,United Airlines,Y
UA,YYC,PDX,0,United Airlines,Y
UA,YYC,SFO,0,United Airlines,Y
UA,YYJ,SFO,0,United Airlines,Y
UA,YYT,EWR,0,United Airlines,Y
UA,YYZ,ATL,0,United Airlines,Y
UA,YYZ,BDL,0,United Airlines,Y
UA,YYZ,BOS,0,United Airlines,Y
UA,YYZ,CLE,0,United Airlines,Y
UA,YYZ,CMH,0,United Airlines,Y
UA,YYZ,DEN,0,United Airlines,Y
UA,YYZ,DFW,0,United Airlines,Y
UA,YYZ,DTW,0,United Airlines,Y
UA,YYZ,EWR,0,United Airlines,Y
UA,YYZ,IAD,0,United Airlines,Y
UA,YYZ,IAH,0,United Airlines,Y
UA,YYZ,LAX,0,United Airlines,Y
UA,YYZ,LGA,0,United Airlines,Y
UA,YYZ,MSP,0,United Airlines,Y
UA,YYZ,MSY,0,United Airlines,Y
UA,YYZ,ORD,0,United Airlines,Y
UA,YYZ,PHL,0,United Airlines,Y
UA,YYZ,PIT,0,United Airlines,Y
UA,YYZ,SFO,0,United Airlines,Y
UA,YYZ,STL,0,United Airlines,Y
UA,YYZ,YUL,0,United Airlines,Y
UA,ZIH,IAH,0,United Airlines,Y
UA,ZLO,IAH,0,United Airlines,Y
UA,ZRH,BOS,0,United Airlines,Y
UA,ZRH,EWR,0,United Airlines,Y
UA,ZRH,IAD,0,United Airlines,Y
UA,ZRH,JFK,0,United Airlines,Y
UA,ZRH,LAX,0,United Airlines,Y
UA,ZRH,MIA,0,United Airlines,Y
UA,ZRH,NBO,0,United Airlines,Y
UA,ZRH,ORD,0,United Airlines,Y
UA,ZRH,SFO,0,United Airlines,Y
UD,LPY,ORY,0,Hex'Air,Y
UD,ORY,LPY,0,Hex'Air,Y
UE,ADE,ASM,0,Nasair,Y
UE,ADE,ASM,0,Transeuropean Airlines,N
UE,ADE,DXB,0,Nasair,Y
UE,ADE,DXB,0,Transeuropean Airlines,N
UE,ASM,ADE,0,Nasair,Y
UE,ASM,ADE,0,Transeuropean Airlines,N
UE,ASM,JED,0,Nasair,Y
UE,ASM,JED,0,Transeuropean Airlines,N
UE,ASM,JUB,0,Nasair,Y
UE,ASM,JUB,0,Transeuropean Airlines,N
UE,ASM,KRT,0,Nasair,Y
UE,ASM,KRT,0,Transeuropean Airlines,N
UE,ASM,NBO,0,Nasair,Y
UE,ASM,NBO,0,Transeuropean Airlines,N
UE,DXB,ADE,0,Nasair,Y
UE,DXB,ADE,0,Transeuropean Airlines,N
UE,EBB,ASM,0,Nasair,Y
UE,EBB,ASM,0,Transeuropean Airlines,N
UE,JED,ASM,0,Nasair,Y
UE,JED,ASM,0,Transeuropean Airlines,N
UE,JUB,EBB,0,Nasair,Y
UE,JUB,EBB,0,Transeuropean Airlines,N
UE,JUB,KRT,0,Nasair,Y
UE,JUB,KRT,0,Transeuropean Airlines,N
UE,KRT,ASM,0,Nasair,Y
UE,KRT,ASM,0,Transeuropean Airlines,N
UE,KRT,JUB,0,Nasair,Y
UE,KRT,JUB,0,Transeuropean Airlines,N
UE,MSW,ASM,0,Nasair,Y
UE,MSW,ASM,0,Transeuropean Airlines,N
UE,NBO,ASM,0,Nasair,Y
UE,NBO,ASM,0,Transeuropean Airlines,N
UG,BEN,SFA,0,Tuninter,Y
UG,DJE,TUN,0,Tuninter,Y
UG,GAE,TOE,0,Tuninter,Y
UG,GAE,TUN,0,Tuninter,Y
UG,GAF,GAE,0,Tuninter,Y
UG,GAF,TOE,0,Tuninter,Y
UG,MIR,TIP,0,Tuninter,Y
UG,MIR,TUN,0,Tuninter,Y
UG,MLA,TUN,0,Tuninter,Y
UG,NAP,TUN,0,Tuninter,Y
UG,SFA,BEN,0,Tuninter,Y
UG,SFA,TIP,0,Tuninter,Y
UG,SFA,TUN,0,Tuninter,Y
UG,TIP,MIR,0,Tuninter,Y
UG,TIP,SFA,0,Tuninter,Y
UG,TOE,TUN,0,Tuninter,Y
UG,TUN,DJE,0,Tuninter,Y
UG,TUN,GAE,0,Tuninter,Y
UG,TUN,GAF,0,Tuninter,Y
UG,TUN,MIR,0,Tuninter,Y
UG,TUN,MLA,0,Tuninter,Y
UG,TUN,NAP,0,Tuninter,Y
UG,TUN,SFA,0,Tuninter,Y
UG,TUN,TOE,0,Tuninter,Y
UJ,AHB,CAI,0,AlMasria Universal Airlines,Y
UJ,CAI,AHB,0,AlMasria Universal Airlines,Y
UJ,CAI,ELQ,0,AlMasria Universal Airlines,Y
UJ,CAI,TIF,0,AlMasria Universal Airlines,Y
UJ,CAI,TUU,0,AlMasria Universal Airlines,Y
UJ,CAI,YNB,0,AlMasria Universal Airlines,Y
UJ,DOK,IST,0,AlMasria Universal Airlines,Y
UJ,DOK,KBP,0,AlMasria Universal Airlines,Y
UJ,ELQ,CAI,0,AlMasria Universal Airlines,Y
UJ,GYD,KBP,0,AlMasria Universal Airlines,Y
UJ,HBE,JED,0,AlMasria Universal Airlines,Y
UJ,IST,DOK,0,AlMasria Universal Airlines,Y
UJ,IST,KBP,0,AlMasria Universal Airlines,Y
UJ,IST,ODS,0,AlMasria Universal Airlines,Y
UJ,JED,HBE,0,AlMasria Universal Airlines,Y
UJ,KBP,AYT,0,AlMasria Universal Airlines,Y
UJ,KBP,DOK,0,AlMasria Universal Airlines,Y
UJ,KBP,GYD,0,AlMasria Universal Airlines,Y
UJ,KBP,IST,0,AlMasria Universal Airlines,Y
UJ,KBP,LED,0,AlMasria Universal Airlines,Y
UJ,KBP,ODS,0,AlMasria Universal Airlines,Y
UJ,KBP,SIP,0,AlMasria Universal Airlines,Y
UJ,KBP,SVO,0,AlMasria Universal Airlines,Y
UJ,LED,KBP,0,AlMasria Universal Airlines,Y
UJ,ODS,KBP,0,AlMasria Universal Airlines,Y
UJ,ODS,SVO,0,AlMasria Universal Airlines,Y
UJ,SIP,KBP,0,AlMasria Universal Airlines,Y
UJ,SVO,KBP,0,AlMasria Universal Airlines,Y
UJ,SVO,ODS,0,AlMasria Universal Airlines,Y
UJ,TIF,CAI,0,AlMasria Universal Airlines,Y
UJ,TUU,CAI,0,AlMasria Universal Airlines,Y
UJ,YNB,CAI,0,AlMasria Universal Airlines,Y
UL,AMM,AUH,0,SriLankan Airlines,Y
UL,AUH,AMM,0,SriLankan Airlines,Y
UL,AUH,CMB,0,SriLankan Airlines,Y
UL,BAH,CMB,0,SriLankan Airlines,Y
UL,BKK,CAN,0,SriLankan Airlines,Y
UL,BKK,CMB,0,SriLankan Airlines,Y
UL,BKK,HKG,0,SriLankan Airlines,Y
UL,BLR,CMB,0,SriLankan Airlines,Y
UL,BOM,CMB,0,SriLankan Airlines,Y
UL,BTC,GIU,0,SriLankan Airlines,Y
UL,CAN,BKK,0,SriLankan Airlines,Y
UL,CDG,CMB,0,SriLankan Airlines,Y
UL,CGK,CMB,0,SriLankan Airlines,Y
UL,CMB,AUH,0,SriLankan Airlines,Y
UL,CMB,BAH,0,SriLankan Airlines,Y
UL,CMB,BKK,0,SriLankan Airlines,Y
UL,CMB,BLR,0,SriLankan Airlines,Y
UL,CMB,BOM,0,SriLankan Airlines,Y
UL,CMB,CDG,0,SriLankan Airlines,Y
UL,CMB,CGK,0,SriLankan Airlines,Y
UL,CMB,COK,0,SriLankan Airlines,Y
UL,CMB,DAC,0,SriLankan Airlines,Y
UL,CMB,DEL,0,SriLankan Airlines,Y
UL,CMB,DME,0,SriLankan Airlines,Y
UL,CMB,DMM,0,SriLankan Airlines,Y
UL,CMB,DOH,0,SriLankan Airlines,Y
UL,CMB,DXB,0,SriLankan Airlines,Y
UL,CMB,FCO,0,SriLankan Airlines,Y
UL,CMB,FRA,0,SriLankan Airlines,Y
UL,CMB,GIU,0,SriLankan Airlines,Y
UL,CMB,HRI,0,SriLankan Airlines,Y
UL,CMB,IXM,0,SriLankan Airlines,Y
UL,CMB,JED,0,SriLankan Airlines,Y
UL,CMB,KCT,0,SriLankan Airlines,Y
UL,CMB,KHI,0,SriLankan Airlines,Y
UL,CMB,KUL,0,SriLankan Airlines,Y
UL,CMB,KWI,0,SriLankan Airlines,Y
UL,CMB,LHR,0,SriLankan Airlines,Y
UL,CMB,MAA,0,SriLankan Airlines,Y
UL,CMB,MCT,0,SriLankan Airlines,Y
UL,CMB,MLE,0,SriLankan Airlines,Y
UL,CMB,NRT,0,SriLankan Airlines,Y
UL,CMB,PEK,0,SriLankan Airlines,Y
UL,CMB,PVG,0,SriLankan Airlines,Y
UL,CMB,RUH,0,SriLankan Airlines,Y
UL,CMB,SEZ,0,SriLankan Airlines,Y
UL,CMB,SHJ,0,SriLankan Airlines,Y
UL,CMB,SIN,0,SriLankan Airlines,Y
UL,CMB,TRV,0,SriLankan Airlines,Y
UL,CMB,TRZ,0,SriLankan Airlines,Y
UL,COK,CMB,0,SriLankan Airlines,Y
UL,DAC,CMB,0,SriLankan Airlines,Y
UL,DEL,CMB,0,SriLankan Airlines,Y
UL,DIW,KCT,0,SriLankan Airlines,Y
UL,DME,CMB,0,SriLankan Airlines,Y
UL,DMM,CMB,0,SriLankan Airlines,Y
UL,DOH,CMB,0,SriLankan Airlines,Y
UL,DXB,CMB,0,SriLankan Airlines,Y
UL,FCO,CMB,0,SriLankan Airlines,Y
UL,FRA,CMB,0,SriLankan Airlines,Y
UL,GIU,BTC,0,SriLankan Airlines,Y
UL,GIU,CMB,0,SriLankan Airlines,Y
UL,GIU,TRR,0,SriLankan Airlines,Y
UL,HKG,BKK,0,SriLankan Airlines,Y
UL,HRI,CMB,0,SriLankan Airlines,Y
UL,HRI,JED,0,SriLankan Airlines,Y
UL,HRI,PEK,0,SriLankan Airlines,Y
UL,HRI,PVG,0,SriLankan Airlines,Y
UL,IXM,CMB,0,SriLankan Airlines,Y
UL,JED,CMB,0,SriLankan Airlines,Y
UL,KCT,CMB,0,SriLankan Airlines,Y
UL,KCT,DIW,0,SriLankan Airlines,Y
UL,KHI,CMB,0,SriLankan Airlines,Y
UL,KUL,CMB,0,SriLankan Airlines,Y
UL,KWI,CMB,0,SriLankan Airlines,Y
UL,LHR,CMB,0,SriLankan Airlines,Y
UL,MAA,CMB,0,SriLankan Airlines,Y
UL,MAA,HRI,0,SriLankan Airlines,Y
UL,MCT,CMB,0,SriLankan Airlines,Y
UL,MCT,ZRH,0,SriLankan Airlines,Y
UL,MLE,CMB,0,SriLankan Airlines,Y
UL,MLE,HRI,0,SriLankan Airlines,Y
UL,NRT,CMB,0,SriLankan Airlines,Y
UL,PEK,CMB,0,SriLankan Airlines,Y
UL,PVG,CMB,0,SriLankan Airlines,Y
UL,RUH,CMB,0,SriLankan Airlines,Y
UL,SEZ,CMB,0,SriLankan Airlines,Y
UL,SHJ,CMB,0,SriLankan Airlines,Y
UL,SIN,CMB,0,SriLankan Airlines,Y
UL,TRR,GIU,0,SriLankan Airlines,Y
UL,TRV,CMB,0,SriLankan Airlines,Y
UL,TRZ,CMB,0,SriLankan Airlines,Y
UL,ZRH,MCT,0,SriLankan Airlines,Y
UM,BUQ,HRE,0,Air Zimbabwe,Y
UM,BUQ,JNB,0,Air Zimbabwe,Y
UM,BUQ,VFA,0,Air Zimbabwe,Y
UM,HRE,BUQ,0,Air Zimbabwe,Y
UM,HRE,JNB,0,Air Zimbabwe,Y
UM,HRE,VFA,0,Air Zimbabwe,Y
UM,JNB,BUQ,0,Air Zimbabwe,Y
UM,JNB,HRE,0,Air Zimbabwe,Y
UM,JNB,VFA,0,Air Zimbabwe,Y
UM,VFA,BUQ,0,Air Zimbabwe,Y
UM,VFA,HRE,0,Air Zimbabwe,Y
UM,VFA,JNB,0,Air Zimbabwe,Y
UN,ABZ,LHR,0,Transaero Airlines,Y
UN,AER,DME,0,Transaero Airlines,Y
UN,AER,VKO,0,Transaero Airlines,Y
UN,AGP,VKO,0,Transaero Airlines,Y
UN,ALA,DME,0,Transaero Airlines,Y
UN,ALA,VKO,0,Transaero Airlines,Y
UN,ALC,DME,0,Transaero Airlines,Y
UN,AYT,VKO,0,Transaero Airlines,Y
UN,BCN,DME,0,Transaero Airlines,Y
UN,BHK,DME,0,Transaero Airlines,Y
UN,BKK,DME,0,Transaero Airlines,Y
UN,BKK,KJA,0,Transaero Airlines,Y
UN,BKK,SVX,0,Transaero Airlines,Y
UN,BKK,TPE,0,Transaero Airlines,Y
UN,BOS,LHR,0,Transaero Airlines,Y
UN,BQS,DME,0,Transaero Airlines,Y
UN,CIT,VKO,0,Transaero Airlines,Y
UN,CUN,VKO,0,Transaero Airlines,Y
UN,DLM,DME,0,Transaero Airlines,Y
UN,DLM,VKO,0,Transaero Airlines,Y
UN,DME,AER,0,Transaero Airlines,Y
UN,DME,ALA,0,Transaero Airlines,Y
UN,DME,ALC,0,Transaero Airlines,Y
UN,DME,BCN,0,Transaero Airlines,Y
UN,DME,BHK,0,Transaero Airlines,Y
UN,DME,BKK,0,Transaero Airlines,Y
UN,DME,BQS,0,Transaero Airlines,Y
UN,DME,DLM,0,Transaero Airlines,Y
UN,DME,DNK,0,Transaero Airlines,Y
UN,DME,DOK,0,Transaero Airlines,Y
UN,DME,DWC,0,Transaero Airlines,Y
UN,DME,DYR,0,Transaero Airlines,Y
UN,DME,FCO,0,Transaero Airlines,Y
UN,DME,GDX,0,Transaero Airlines,Y
UN,DME,GOI,0,Transaero Airlines,Y
UN,DME,HER,0,Transaero Airlines,Y
UN,DME,HKG,0,Transaero Airlines,Y
UN,DME,HKT,0,Transaero Airlines,Y
UN,DME,HMA,0,Transaero Airlines,Y
UN,DME,HRG,0,Transaero Airlines,Y
UN,DME,IAH,0,Transaero Airlines,Y
UN,DME,IEV,0,Transaero Airlines,Y
UN,DME,KEJ,0,Transaero Airlines,Y
UN,DME,KGD,0,Transaero Airlines,Y
UN,DME,KGF,0,Transaero Airlines,Y
UN,DME,KHV,0,Transaero Airlines,Y
UN,DME,KOV,0,Transaero Airlines,Y
UN,DME,KRR,0,Transaero Airlines,Y
UN,DME,KUF,0,Transaero Airlines,Y
UN,DME,KZN,0,Transaero Airlines,Y
UN,DME,LED,0,Transaero Airlines,Y
UN,DME,LGW,0,Transaero Airlines,Y
UN,DME,MRV,0,Transaero Airlines,Y
UN,DME,MSQ,0,Transaero Airlines,Y
UN,DME,MXP,0,Transaero Airlines,Y
UN,DME,NBE,0,Transaero Airlines,Y
UN,DME,NUX,0,Transaero Airlines,Y
UN,DME,OMS,0,Transaero Airlines,Y
UN,DME,OVB,0,Transaero Airlines,Y
UN,DME,PED,0,Transaero Airlines,Y
UN,DME,PEE,0,Transaero Airlines,Y
UN,DME,PFO,0,Transaero Airlines,Y
UN,DME,PKC,0,Transaero Airlines,Y
UN,DME,PUJ,0,Transaero Airlines,Y
UN,DME,RHO,0,Transaero Airlines,Y
UN,DME,RIX,0,Transaero Airlines,Y
UN,DME,RMI,0,Transaero Airlines,Y
UN,DME,ROV,0,Transaero Airlines,Y
UN,DME,SGN,0,Transaero Airlines,Y
UN,DME,SIN,0,Transaero Airlines,Y
UN,DME,SIP,0,Transaero Airlines,Y
UN,DME,SSH,0,Transaero Airlines,Y
UN,DME,STW,0,Transaero Airlines,Y
UN,DME,SVX,0,Transaero Airlines,Y
UN,DME,SYX,0,Transaero Airlines,Y
UN,DME,TFS,0,Transaero Airlines,Y
UN,DME,TLV,0,Transaero Airlines,Y
UN,DME,TOF,0,Transaero Airlines,Y
UN,DME,TSE,0,Transaero Airlines,Y
UN,DME,TXL,0,Transaero Airlines,Y
UN,DME,UFA,0,Transaero Airlines,Y
UN,DME,UUS,0,Transaero Airlines,Y
UN,DME,VIE,0,Transaero Airlines,Y
UN,DME,VNO,0,Transaero Airlines,Y
UN,DME,VRA,0,Transaero Airlines,Y
UN,DME,VVO,0,Transaero Airlines,Y
UN,DME,YKS,0,Transaero Airlines,Y
UN,DNK,DME,0,Transaero Airlines,Y
UN,DOK,DME,0,Transaero Airlines,Y
UN,DWC,DME,0,Transaero Airlines,Y
UN,DWC,KUF,0,Transaero Airlines,Y
UN,DWC,LED,0,Transaero Airlines,Y
UN,DWC,OMS,0,Transaero Airlines,Y
UN,DWC,OVB,0,Transaero Airlines,Y
UN,DWC,SVX,0,Transaero Airlines,Y
UN,DWC,TJM,0,Transaero Airlines,Y
UN,DWC,VKO,0,Transaero Airlines,Y
UN,DYR,DME,0,Transaero Airlines,Y
UN,EDI,LHR,0,Transaero Airlines,Y
UN,EVN,VKO,0,Transaero Airlines,Y
UN,FCO,DME,0,Transaero Airlines,Y
UN,FCO,LED,0,Transaero Airlines,Y
UN,FCO,VKO,0,Transaero Airlines,Y
UN,FRA,VKO,0,Transaero Airlines,Y
UN,GDX,DME,0,Transaero Airlines,Y
UN,GOI,DME,0,Transaero Airlines,Y
UN,GUW,VKO,0,Transaero Airlines,Y
UN,HER,DME,0,Transaero Airlines,Y
UN,HER,VKO,0,Transaero Airlines,Y
UN,HKG,DME,0,Transaero Airlines,Y
UN,HKT,DME,0,Transaero Airlines,Y
UN,HKT,LED,0,Transaero Airlines,Y
UN,HKT,OVB,0,Transaero Airlines,Y
UN,HKT,SVX,0,Transaero Airlines,Y
UN,HKT,VKO,0,Transaero Airlines,Y
UN,HMA,DME,0,Transaero Airlines,Y
UN,HRG,DME,0,Transaero Airlines,Y
UN,HRG,OVB,0,Transaero Airlines,Y
UN,HRG,SVO,0,Transaero Airlines,Y
UN,HRG,SVX,0,Transaero Airlines,Y
UN,HRG,VKO,0,Transaero Airlines,Y
UN,IAH,DME,0,Transaero Airlines,Y
UN,IEV,DME,0,Transaero Airlines,Y
UN,IEV,VKO,0,Transaero Airlines,Y
UN,IKT,VKO,0,Transaero Airlines,Y
UN,IST,VKO,0,Transaero Airlines,Y
UN,JFK,VKO,0,Transaero Airlines,Y
UN,JNB,LHR,0,Transaero Airlines,Y
UN,KEJ,DME,0,Transaero Airlines,Y
UN,KGD,DME,0,Transaero Airlines,Y
UN,KGF,DME,0,Transaero Airlines,Y
UN,KHV,DME,0,Transaero Airlines,Y
UN,KJA,VKO,0,Transaero Airlines,Y
UN,KOV,DME,0,Transaero Airlines,Y
UN,KRR,DME,0,Transaero Airlines,Y
UN,KRR,VKO,0,Transaero Airlines,Y
UN,KSN,VKO,0,Transaero Airlines,Y
UN,KUF,DME,0,Transaero Airlines,Y
UN,KUF,DWC,0,Transaero Airlines,Y
UN,KUF,VKO,0,Transaero Airlines,Y
UN,KZN,DME,0,Transaero Airlines,Y
UN,LAX,LHR,0,Transaero Airlines,Y
UN,LAX,VKO,0,Transaero Airlines,Y
UN,LCA,LED,0,Transaero Airlines,Y
UN,LED,DME,0,Transaero Airlines,Y
UN,LED,FCO,0,Transaero Airlines,Y
UN,LED,LCA,0,Transaero Airlines,Y
UN,LED,MSQ,0,Transaero Airlines,Y
UN,LED,MXP,0,Transaero Airlines,Y
UN,LED,NBE,0,Transaero Airlines,Y
UN,LED,PED,0,Transaero Airlines,Y
UN,LED,PUJ,0,Transaero Airlines,Y
UN,LED,RHO,0,Transaero Airlines,Y
UN,LED,VKO,0,Transaero Airlines,Y
UN,LGW,DME,0,Transaero Airlines,Y
UN,LGW,MCO,0,Transaero Airlines,Y
UN,LHR,ABZ,0,Transaero Airlines,Y
UN,LHR,BOS,0,Transaero Airlines,Y
UN,LHR,EDI,0,Transaero Airlines,Y
UN,LHR,JNB,0,Transaero Airlines,Y
UN,LHR,LAX,0,Transaero Airlines,Y
UN,LHR,MAN,0,Transaero Airlines,Y
UN,LHR,SFO,0,Transaero Airlines,Y
UN,LHR,VKO,0,Transaero Airlines,Y
UN,MAD,VKO,0,Transaero Airlines,Y
UN,MAN,LHR,0,Transaero Airlines,Y
UN,MCO,LGW,0,Transaero Airlines,Y
UN,MIA,VKO,0,Transaero Airlines,Y
UN,MLE,VKO,0,Transaero Airlines,Y
UN,MRU,VKO,0,Transaero Airlines,Y
UN,MRV,DME,0,Transaero Airlines,Y
UN,MRV,VKO,0,Transaero Airlines,Y
UN,MSQ,DME,0,Transaero Airlines,Y
UN,MSQ,LED,0,Transaero Airlines,Y
UN,MXP,DME,0,Transaero Airlines,Y
UN,MXP,LED,0,Transaero Airlines,Y
UN,MXP,VKO,0,Transaero Airlines,Y
UN,NBE,DME,0,Transaero Airlines,Y
UN,NBE,LED,0,Transaero Airlines,Y
UN,NBE,SVO,0,Transaero Airlines,Y
UN,NSK,VKO,0,Transaero Airlines,Y
UN,NUX,DME,0,Transaero Airlines,Y
UN,NUX,VKO,0,Transaero Airlines,Y
UN,ODS,VKO,0,Transaero Airlines,Y
UN,OMS,DME,0,Transaero Airlines,Y
UN,OMS,DWC,0,Transaero Airlines,Y
UN,ORY,VKO,0,Transaero Airlines,Y
UN,OVB,DME,0,Transaero Airlines,Y
UN,OVB,HKT,0,Transaero Airlines,Y
UN,OVB,HRG,0,Transaero Airlines,Y
UN,OVB,VKO,0,Transaero Airlines,Y
UN,PED,DME,0,Transaero Airlines,Y
UN,PED,LED,0,Transaero Airlines,Y
UN,PEE,DME,0,Transaero Airlines,Y
UN,PEK,VKO,0,Transaero Airlines,Y
UN,PFO,DME,0,Transaero Airlines,Y
UN,PFO,VKO,0,Transaero Airlines,Y
UN,PKC,DME,0,Transaero Airlines,Y
UN,PUJ,DME,0,Transaero Airlines,Y
UN,PUJ,LED,0,Transaero Airlines,Y
UN,PUJ,SVO,0,Transaero Airlines,Y
UN,RHO,DME,0,Transaero Airlines,Y
UN,RHO,LED,0,Transaero Airlines,Y
UN,RHO,SVO,0,Transaero Airlines,Y
UN,RIX,DME,0,Transaero Airlines,Y
UN,RIX,VKO,0,Transaero Airlines,Y
UN,RMI,DME,0,Transaero Airlines,Y
UN,ROV,DME,0,Transaero Airlines,Y
UN,SCO,VKO,0,Transaero Airlines,Y
UN,SEZ,VKO,0,Transaero Airlines,Y
UN,SFO,LHR,0,Transaero Airlines,Y
UN,SGN,DME,0,Transaero Airlines,Y
UN,SIN,DME,0,Transaero Airlines,Y
UN,SIP,DME,0,Transaero Airlines,Y
UN,SSH,DME,0,Transaero Airlines,Y
UN,SSH,SVO,0,Transaero Airlines,Y
UN,SSH,SVX,0,Transaero Airlines,Y
UN,SSH,VKO,0,Transaero Airlines,Y
UN,STW,DME,0,Transaero Airlines,Y
UN,SVO,HRG,0,Transaero Airlines,Y
UN,SVO,NBE,0,Transaero Airlines,Y
UN,SVO,PUJ,0,Transaero Airlines,Y
UN,SVO,RHO,0,Transaero Airlines,Y
UN,SVO,SSH,0,Transaero Airlines,Y
UN,SVX,BKK,0,Transaero Airlines,Y
UN,SVX,DME,0,Transaero Airlines,Y
UN,SVX,HKT,0,Transaero Airlines,Y
UN,SVX,HRG,0,Transaero Airlines,Y
UN,SVX,SSH,0,Transaero Airlines,Y
UN,SVX,VKO,0,Transaero Airlines,Y
UN,SYX,DME,0,Transaero Airlines,Y
UN,TAS,VKO,0,Transaero Airlines,Y
UN,TFS,DME,0,Transaero Airlines,Y
UN,TLV,DME,0,Transaero Airlines,Y
UN,TLV,VKO,0,Transaero Airlines,Y
UN,TOF,DME,0,Transaero Airlines,Y
UN,TPE,BKK,0,Transaero Airlines,Y
UN,TSE,DME,0,Transaero Airlines,Y
UN,TSE,VKO,0,Transaero Airlines,Y
UN,TXL,DME,0,Transaero Airlines,Y
UN,UFA,DME,0,Transaero Airlines,Y
UN,UUS,DME,0,Transaero Airlines,Y
UN,VCE,VKO,0,Transaero Airlines,Y
UN,VIE,DME,0,Transaero Airlines,Y
UN,VIE,VKO,0,Transaero Airlines,Y
UN,VKO,AER,0,Transaero Airlines,Y
UN,VKO,AGP,0,Transaero Airlines,Y
UN,VKO,ALA,0,Transaero Airlines,Y
UN,VKO,AYT,0,Transaero Airlines,Y
UN,VKO,CIT,0,Transaero Airlines,Y
UN,VKO,CUN,0,Transaero Airlines,Y
UN,VKO,DLM,0,Transaero Airlines,Y
UN,VKO,DWC,0,Transaero Airlines,Y
UN,VKO,EVN,0,Transaero Airlines,Y
UN,VKO,FCO,0,Transaero Airlines,Y
UN,VKO,FRA,0,Transaero Airlines,Y
UN,VKO,GUW,0,Transaero Airlines,Y
UN,VKO,HER,0,Transaero Airlines,Y
UN,VKO,HKT,0,Transaero Airlines,Y
UN,VKO,HRG,0,Transaero Airlines,Y
UN,VKO,IEV,0,Transaero Airlines,Y
UN,VKO,IKT,0,Transaero Airlines,Y
UN,VKO,IST,0,Transaero Airlines,Y
UN,VKO,JFK,0,Transaero Airlines,Y
UN,VKO,KJA,0,Transaero Airlines,Y
UN,VKO,KRR,0,Transaero Airlines,Y
UN,VKO,KSN,0,Transaero Airlines,Y
UN,VKO,KUF,0,Transaero Airlines,Y
UN,VKO,LAX,0,Transaero Airlines,Y
UN,VKO,LED,0,Transaero Airlines,Y
UN,VKO,LHR,0,Transaero Airlines,Y
UN,VKO,MAD,0,Transaero Airlines,Y
UN,VKO,MIA,0,Transaero Airlines,Y
UN,VKO,MLE,0,Transaero Airlines,Y
UN,VKO,MRU,0,Transaero Airlines,Y
UN,VKO,MRV,0,Transaero Airlines,Y
UN,VKO,MXP,0,Transaero Airlines,Y
UN,VKO,NSK,0,Transaero Airlines,Y
UN,VKO,NUX,0,Transaero Airlines,Y
UN,VKO,ODS,0,Transaero Airlines,Y
UN,VKO,ORY,0,Transaero Airlines,Y
UN,VKO,OVB,0,Transaero Airlines,Y
UN,VKO,PEK,0,Transaero Airlines,Y
UN,VKO,PFO,0,Transaero Airlines,Y
UN,VKO,RIX,0,Transaero Airlines,Y
UN,VKO,SCO,0,Transaero Airlines,Y
UN,VKO,SEZ,0,Transaero Airlines,Y
UN,VKO,SSH,0,Transaero Airlines,Y
UN,VKO,SVX,0,Transaero Airlines,Y
UN,VKO,TAS,0,Transaero Airlines,Y
UN,VKO,TLV,0,Transaero Airlines,Y
UN,VKO,TSE,0,Transaero Airlines,Y
UN,VKO,VCE,0,Transaero Airlines,Y
UN,VKO,VIE,0,Transaero Airlines,Y
UN,VKO,YYZ,0,Transaero Airlines,Y
UN,VNO,DME,0,Transaero Airlines,Y
UN,VRA,DME,0,Transaero Airlines,Y
UN,VVO,DME,0,Transaero Airlines,Y
UN,YKS,DME,0,Transaero Airlines,Y
UN,YYZ,VKO,0,Transaero Airlines,Y
UO,BKI,HKG,0,Hong Kong Express Airways,Y
UO,CNX,HKG,0,Hong Kong Express Airways,Y
UO,FUK,HKG,0,Hong Kong Express Airways,Y
UO,HKG,BKI,0,Hong Kong Express Airways,Y
UO,HKG,CNX,0,Hong Kong Express Airways,Y
UO,HKG,FUK,0,Hong Kong Express Airways,Y
