Airline IATA,Source airport IATA,Destination airport IATA,Distance
2B,AER,KZN,1506.825604458928
2B,ASF,KZN,1040.4383197669074
2B,ASF,MRV,448.1649087095456
2B,CEK,KZN,770.5085001497806
2B,CEK,OVB,1338.631466586207
2B,DME,KZN,715.649350484049
2B,DME,NBC,892.3827877543464
2B,DME,TGK,915.2891395770904
2B,DME,UUA,951.4321982829724
2B,EGO,KGD,1171.881495283767
2B,EGO,KZN,1008.2531100895809
2B,GYD,NBC,1685.426524371984
2B,KGD,EGO,1171.881495283767
2B,KZN,AER,1506.825604458928
2B,KZN,ASF,1040.4383197669074
2B,KZN,CEK,770.5085001497806
2B,KZN,DME,715.649350484049
2B,KZN,EGO,1008.2531100895809
2B,KZN,LED,1216.8445674824823
2B,KZN,SVX,723.523203520023
2B,LED,KZN,1216.8445674824823
2B,LED,NBC,1372.8864143629523
2B,LED,UUA,1464.0569350725686
2B,MRV,ASF,448.1649087095456
2B,NBC,DME,892.3827877543464
2B,NBC,GYD,1685.426524371984
2B,NBC,LED,1372.8864143629523
2B,NBC,SVX,554.7033596624188
2B,NJC,SVX,1012.6027135761158
2B,NJC,UUA,1557.1718220176435
2B,NUX,SVX,1324.6117527543267
2B,OVB,CEK,1338.631466586207
2B,OVB,SVX,1370.2972586323822
2B,SVX,KZN,723.523203520023
2B,SVX,NBC,554.7033596624188
2B,SVX,NJC,1012.6027135761158
2B,SVX,NUX,1324.6117527543267
2B,SVX,OVB,1370.2972586323822
2B,TGK,DME,915.2891395770904
2B,UUA,DME,951.4321982829724
2B,UUA,LED,1464.0569350725686
2B,UUA,NJC,1557.1718220176435
2G,BTK,IKT,488.33962159397583
2G,BTK,IKT,488.33962159397583
2G,BTK,OVB,1199.359155920031
2G,BTK,OVB,1199.359155920031
2G,CEK,OVB,1338.631466586207
2G,CEK,OVB,1338.631466586207
2G,HTA,IKT,608.64306102642
2G,HTA,IKT,608.64306102642
2G,IKT,BTK,488.33962159397583
2G,IKT,BTK,488.33962159397583
2G,IKT,HTA,608.64306102642
2G,IKT,HTA,608.64306102642
2G,IKT,KCK,655.1854494872141
2G,IKT,KCK,655.1854494872141
2G,IKT,ODO,882.1865409507246
2G,IKT,ODO,882.1865409507246
2G,IKT,OVB,1458.8243099590643
2G,IKT,OVB,1458.8243099590643
2G,IKT,UKX,517.4862726798776
2G,IKT,UKX,517.4862726798776
2G,IKT,ULK,1134.5379651044466
2G,IKT,ULK,1134.5379651044466
2G,IKT,YKS,1860.015151572239
2G,IKT,YKS,1860.015151572239
2G,KCK,IKT,655.1854494872141
2G,KCK,IKT,655.1854494872141
2G,MJZ,OVB,1967.4878944895415
2G,MJZ,OVB,1967.4878944895415
2G,ODO,IKT,882.1865409507246
2G,ODO,IKT,882.1865409507246
2G,OVB,BTK,1199.359155920031
2G,OVB,BTK,1199.359155920031
2G,OVB,CEK,1338.631466586207
2G,OVB,CEK,1338.631466586207
2G,OVB,IKT,1458.8243099590643
2G,OVB,IKT,1458.8243099590643
2G,UKX,IKT,517.4862726798776
2G,UKX,IKT,517.4862726798776
2G,ULK,IKT,1134.5379651044466
2G,ULK,IKT,1134.5379651044466
2G,YKS,IKT,1860.015151572239
2G,YKS,IKT,1860.015151572239
2I,AYP,LIM,339.9806104707811
2I,CUZ,LIM,585.9080251433812
2I,CUZ,PEM,310.9345705025523
2I,HUU,LIM,258.1561031529866
2I,IQT,PCL,529.5509843237757
2I,IQT,TPP,454.8584413962523
2I,LIM,AYP,339.9806104707811
2I,LIM,CUZ,585.9080251433812
2I,LIM,HUU,258.1561031529866
2I,LIM,PCL,491.3431736689255
2I,LIM,TPP,618.4026366573572
2I,PCL,IQT,529.5509843237757
2I,PCL,LIM,491.3431736689255
2I,PCL,TPP,287.29056839051833
2I,PEM,CUZ,310.9345705025523
2I,TPP,IQT,454.8584413962523
2I,TPP,LIM,618.4026366573572
2I,TPP,PCL,287.29056839051833
2J,ABJ,BOY,657.4155142026553
2J,ABJ,OUA,831.929248549295
2J,ACC,OUA,764.7435915390756
2J,BKO,ABJ,921.3968496760019
2J,BKO,DKR,1059.572896549398
2J,BKO,OUA,699.2746613949099
2J,BOY,ABJ,657.4155142026553
2J,BOY,OUA,334.27942541126396
2J,COO,LFW,126.68759958642458
2J,COO,OUA,791.9115063686675
2J,DKR,BKO,1059.572896549398
2J,DKR,OUA,1747.0377326523655
2J,LFW,OUA,751.994235629612
2J,NIM,OUA,419.75653188291676
2J,OUA,ABJ,831.929248549295
2J,OUA,ACC,764.7435915390756
2J,OUA,BKO,699.2746613949099
2J,OUA,BOY,334.27942541126396
2J,OUA,COO,791.9115063686675
2J,OUA,DKR,1747.0377326523655
2J,OUA,LFW,751.994235629612
2J,OUA,NIM,419.75653188291676
2K,BOG,GYE,993.9367015924178
2K,BOG,UIO,712.2258461157586
2K,CLO,GYE,743.8381390819062
2K,GYE,BOG,993.9367015924178
2K,GYE,CLO,743.8381390819062
2K,GYE,SCY,1090.791410168251
2K,GYE,UIO,282.21650673066233
2K,OCC,UIO,156.86481059751827
2K,SCY,GYE,1090.791410168251
2K,UIO,BOG,712.2258461157586
2K,UIO,GYE,282.21650673066233
2K,UIO,OCC,156.86481059751827
2L,BDS,ZRH,1064.7408432924558
2L,BOD,ZRH,770.9701783806115
2L,BRS,ZRH,922.7610697261705
2L,GVA,LPA,2771.1146261753797
2L,LCA,ZRH,2505.1748153356352
2L,LPA,ZRH,3001.1763973292987
2L,RMF,ZRH,3337.4412676884804
2L,TFS,GVA,2832.3422605556666
2L,ZRH,BDS,1064.7408432924558
2L,ZRH,BOD,770.9701783806115
2L,ZRH,BRS,922.7610697261705
2L,ZRH,LCA,2505.1748153356352
2L,ZRH,LPA,3001.1763973292987
2L,ZRH,RMF,3337.4412676884804
2N,AJR,LYC,118.85904094007392
2N,ARN,GEV,843.9758148468123
2N,ARN,HAD,444.47843726187915
2N,ARN,JKG,306.20541977348506
2N,ARN,KRF,377.77962351832747
2N,ARN,KSD,259.1468311020467
2N,ARN,LYC,546.0229776499898
2N,ARN,MHQ,122.18564500712135
2N,ARN,OER,421.5199429806096
2N,ARN,POR,292.3265699251827
2N,ARN,TRF,436.15828742943165
2N,ARN,VBY,222.55517159028344
2N,ARN,VHM,550.7566446512778
2N,ARN,VXO,355.49050697254825
2N,GEV,ARN,843.9758148468123
2N,GEV,KRF,475.83525850542134
2N,HAD,ARN,444.47843726187915
2N,HAD,JKG,140.392359401131
2N,HAD,VXO,119.10046954751851
2N,HMV,VHM,159.00438759313695
2N,JKG,ARN,306.20541977348506
2N,JKG,HAD,140.392359401131
2N,KOK,POR,260.46635412823105
2N,KRF,ARN,377.77962351832747
2N,KRF,GEV,475.83525850542134
2N,KSD,ARN,259.1468311020467
2N,LYC,AJR,118.85904094007392
2N,LYC,ARN,546.0229776499898
2N,MHQ,ARN,122.18564500712135
2N,MHQ,TKU,137.28935130200296
2N,OER,ARN,421.5199429806096
2N,OSL,VXO,414.0599300188711
2N,POR,ARN,292.3265699251827
2N,POR,KOK,260.46635412823105
2N,TKU,MHQ,137.28935130200296
2N,TRF,ARN,436.15828742943165
2N,VBY,ARN,222.55517159028344
2N,VHM,ARN,550.7566446512778
2N,VHM,HMV,159.00438759313695
2N,VXO,ARN,355.49050697254825
2N,VXO,OSL,414.0599300188711
2O,ADQ,KLN,91.48827084792892
2O,KLN,KYK,28.384029586812762
2P,BSO,MNL,668.5873317352389
2P,BXU,MNL,785.6636043607376
2P,CBO,MNL,887.6554018895708
2P,CGY,MNL,754.9091164699981
2P,CRM,MNL,450.1057300369508
2P,DGT,MNL,626.5736881526635
2P,DWC,MNL,6929.057653383128
2P,GES,MNL,1039.9236312136563
2P,KLO,MNL,347.17620190869707
2P,LGP,MNL,329.3862311299875
2P,MNL,BSO,668.5873317352389
2P,MNL,BXU,785.6636043607376
2P,MNL,CBO,887.6554018895708
2P,MNL,CGY,754.9091164699981
2P,MNL,CRM,450.1057300369508
2P,MNL,DGT,626.5736881526635
2P,MNL,DWC,6929.057653383128
2P,MNL,GES,1039.9236312136563
2P,MNL,KLO,347.17620190869707
2P,MNL,LGP,329.3862311299875
2P,MNL,MPH,304.6045540866926
2P,MNL,OZC,768.1056541553302
2P,MNL,PPS,584.1982735894982
2P,MNL,RXS,374.10812080353105
2P,MNL,SUG,717.159645177698
2P,MNL,TUG,356.799048247548
2P,MNL,ZAM,851.1508232458172
2P,MPH,MNL,304.6045540866926
2P,OZC,MNL,768.1056541553302
2P,PPS,MNL,584.1982735894982
2P,RXS,MNL,374.10812080353105
2P,SUG,MNL,717.159645177698
2P,TUG,MNL,356.799048247548
2P,ZAM,MNL,851.1508232458172
2Z,AUX,PMW,340.9005575760292
2Z,BRA,BSB,525.6465787320143
2Z,BRA,SSA,731.7115488741828
2Z,BSB,BRA,525.6465787320143
2Z,BSB,OPS,938.3890741999675
2Z,BSB,RAO,585.8853682415156
2Z,CAC,GRU,733.4994595167003
2Z,CGB,GYN,744.5253175834691
2Z,CGB,OPS,422.8702531019859
2Z,CGR,DOU,194.51151952327234
2Z,DOU,CGR,194.51151952327234
2Z,DOU,GRU,877.0738733404154
2Z,GIG,RAO,502.4166166245651
2Z,GRU,CAC,733.4994595167003
2Z,GRU,DOU,877.0738733404154
2Z,GRU,RAO,288.6975105427221
2Z,GRU,UBA,436.37665469821303
2Z,GRU,UDI,537.7555229439891
2Z,GRU,VDC,1120.2772704783356
2Z,GYN,CGB,744.5253175834691
2Z,GYN,PMW,711.1838829811214
2Z,GYN,RAO,523.3844820462192
2Z,GYN,UDI,271.65030460908577
2Z,OPS,BSB,938.3890741999675
2Z,OPS,CGB,422.8702531019859
2Z,PLU,RAO,423.3420916554118
2Z,PMW,AUX,340.9005575760292
2Z,PMW,GYN,711.1838829811214
2Z,RAO,BSB,585.8853682415156
2Z,RAO,GIG,502.4166166245651
2Z,RAO,GRU,288.6975105427221
2Z,RAO,GYN,523.3844820462192
2Z,RAO,PLU,423.3420916554118
2Z,RAO,SJP,172.91334607390004
2Z,RAO,UDI,254.84403140709642
2Z,SJP,RAO,172.91334607390004
2Z,SSA,BRA,731.7115488741828
2Z,SSA,VDC,349.8843460332588
2Z,UBA,GRU,436.37665469821303
2Z,UBA,UDI,101.67905335923915
2Z,UDI,GRU,537.7555229439891
2Z,UDI,GYN,271.65030460908577
2Z,UDI,RAO,254.84403140709642
2Z,UDI,UBA,101.67905335923915
2Z,VDC,GRU,1120.2772704783356
2Z,VDC,SSA,349.8843460332588
3E,BRL,ORD,299.7634210864198
3E,BRL,STL,235.25890892252008
3E,DEC,ORD,251.7022464523836
3E,DEC,STL,177.02213163997683
3E,JBR,STL,325.2751064176734
3E,ORD,BRL,299.7634210864198
3E,ORD,DEC,251.7022464523836
3E,STL,BRL,235.25890892252008
3E,STL,DEC,177.02213163997683
3E,STL,JBR,325.2751064176734
3F,KTN,MTM,26.420297805135977
3F,MTM,KTN,26.420297805135977
3G,ACC,DKR,2148.7762160006223
3G,ACC,LOS,400.5113560306328
3G,ACC,ROB,1129.7869062549644
3G,BCN,BJL,3599.883987412828
3G,BJL,BCN,3599.883987412828
3G,BJL,DKR,180.17842014822085
3G,BJL,FNA,646.4746861534142
3G,CKY,OXB,340.8441363878518
3G,DKR,ACC,2148.7762160006223
3G,DKR,BJL,180.17842014822085
3G,DKR,DLA,3209.821255927227
3G,DKR,FNA,825.8702598369772
3G,DKR,LOS,2446.2274338170846
3G,DKR,OXB,373.56297453325493
3G,DLA,DKR,3209.821255927227
3G,DLA,LOS,763.889416221393
3G,FNA,BJL,646.4746861534142
3G,FNA,DKR,825.8702598369772
3G,FNA,LGW,4877.379910902019
3G,FNA,ROB,409.5954725444465
3G,LGW,FNA,4877.379910902019
3G,LOS,ACC,400.5113560306328
3G,LOS,DKR,2446.2274338170846
3G,LOS,DLA,763.889416221393
3G,LOS,ROB,1512.4677670407923
3G,OXB,CKY,340.8441363878518
3G,OXB,DKR,373.56297453325493
3G,ROB,ACC,1129.7869062549644
3G,ROB,FNA,409.5954725444465
3G,ROB,LOS,1512.4677670407923
3J,JIB,DXB,1992.3875137757673
3J,JIB,JED,1204.4441120243846
3J,JIB,MGQ,1086.086007934484
3J,MGQ,NBO,1002.3806528744385
3J,NBO,MGQ,1002.3806528744385
3K,BKK,SIN,1416.9035648215136
3K,DRW,SIN,3339.1226366067654
3K,HAK,SIN,2182.8448387108074
3K,HGH,SIN,3650.0347636069764
3K,HKG,SIN,2565.5757784902507
3K,HKT,SIN,980.2218989938143
3K,KIX,MNL,2634.794394513902
3K,KIX,TPE,1702.9337846319086
3K,KUL,SIN,297.47222254317256
3K,MNL,KIX,2634.794394513902
3K,MNL,SIN,2374.851647744406
3K,PEN,SIN,602.3293429786164
3K,PER,SIN,3910.768634128117
3K,PNH,SIN,1137.6616584822789
3K,REP,SIN,1341.215453935834
3K,RGN,SIN,1931.909473583761
3K,SGN,SIN,1093.016647361484
3K,SIN,BKK,1416.9035648215136
3K,SIN,DRW,3339.1226366067654
3K,SIN,HAK,2182.8448387108074
3K,SIN,HGH,3650.0347636069764
3K,SIN,HKG,2565.5757784902507
3K,SIN,HKT,980.2218989938143
3K,SIN,KUL,297.47222254317256
3K,SIN,MNL,2374.851647744406
3K,SIN,PEN,602.3293429786164
3K,SIN,PER,3910.768634128117
3K,SIN,PNH,1137.6616584822789
3K,SIN,REP,1341.215453935834
3K,SIN,RGN,1931.909473583761
3K,SIN,SGN,1093.016647361484
3K,SIN,SWA,2812.9254804803086
3K,SIN,TPE,3222.3828837296055
3K,SWA,SIN,2812.9254804803086
3K,TPE,KIX,1702.9337846319086
3K,TPE,SIN,3222.3828837296055
3L,ACH,EBA,528.0477740811091
3L,DRS,ZRH,556.0760974015309
3L,DUS,FDH,448.4569213226282
3L,EBA,ACH,528.0477740811091
3L,EBA,FDH,549.0393898748847
3L,EBA,MUC,633.4820175620449
3L,EBA,ZRH,539.6211971317744
3L,FDH,DUS,448.4569213226282
3L,FDH,EBA,549.0393898748847
3L,FDH,HAM,663.4696987641311
3L,FDH,OLB,753.0786935544605
3L,FDH,TXL,606.3933738980058
3L,FDH,ZAD,600.467645179579
3L,FMM,NAP,852.4672741359705
3L,GRZ,ZRH,522.7845543929949
3L,HAM,FDH,663.4696987641311
3L,MUC,EBA,633.4820175620449
3L,NAP,FMM,852.4672741359705
3L,OLB,FDH,753.0786935544605
3L,SZG,ZRH,335.8018235477211
3L,TXL,FDH,606.3933738980058
3L,ZAD,FDH,600.467645179579
3L,ZRH,DRS,556.0760974015309
3L,ZRH,EBA,539.6211971317744
3L,ZRH,GRZ,522.7845543929949
3L,ZRH,SZG,335.8018235477211
3M,ATL,LWB,593.6018156374658
3M,ATL,MCN,127.56214982134885
3M,ATL,MEI,428.5226936127187
3M,ATL,MSL,317.55910886456644
3M,ATL,PIB,519.4254219961728
3M,ATL,TUP,406.5452203978709
3M,BIM,FLL,98.02452722937417
3M,ELH,FLL,353.66959623990016
3M,ELH,PBI,366.29006168216944
3M,EYW,FLL,233.49785480727994
3M,EYW,RSW,220.17737373370994
3M,EYW,TPA,387.9620401160833
3M,FLL,BIM,98.02452722937417
3M,FLL,ELH,353.66959623990016
3M,FLL,EYW,233.49785480727994
3M,FLL,FPO,154.96198748548977
3M,FLL,GGT,513.7730602617561
3M,FLL,GHB,392.8596569836035
3M,FLL,MCO,285.90139605879926
3M,FLL,MHH,309.8310075388302
3M,FLL,TCB,284.99425375123354
3M,FLL,TPA,316.79935021492815
3M,FPO,FLL,154.96198748548977
3M,GGT,FLL,513.7730602617561
3M,GGT,GHB,196.90418041738073
3M,GHB,FLL,392.8596569836035
3M,GLH,TUP,222.40049985391644
3M,GNV,MCO,168.54706771715493
3M,GNV,TPA,192.347462971897
3M,JAX,MHH,631.1732893354415
3M,JAX,TPA,291.81588713307895
3M,LWB,ATL,593.6018156374658
3M,MCN,ATL,127.56214982134885
3M,MCN,MCO,524.30849191309
3M,MCO,FLL,285.90139605879926
3M,MCO,GNV,168.54706771715493
3M,MCO,MCN,524.30849191309
3M,MCO,MHH,468.215088924079
3M,MCO,PNS,612.6977112397864
3M,MCO,RSW,215.06598391292644
3M,MCO,TLH,366.88387211461196
3M,MEI,ATL,428.5226936127187
3M,MHH,FLL,309.8310075388302
3M,MHH,JAX,631.1732893354415
3M,MHH,MCO,468.215088924079
3M,MHH,PBI,300.087254050013
3M,MSL,ATL,317.55910886456644
3M,PBI,ELH,366.29006168216944
3M,PBI,MHH,300.087254050013
3M,PBI,TPA,280.4016571063714
3M,PIB,ATL,519.4254219961728
3M,PNS,MCO,612.6977112397864
3M,PNS,TPA,530.0707250294585
3M,RSW,EYW,220.17737373370994
3M,RSW,MCO,215.06598391292644
3M,TCB,FLL,284.99425375123354
3M,TLH,MCO,366.88387211461196
3M,TLH,TPA,321.83470054698006
3M,TPA,EYW,387.9620401160833
3M,TPA,FLL,316.79935021492815
3M,TPA,GNV,192.347462971897
3M,TPA,JAX,291.81588713307895
3M,TPA,PBI,280.4016571063714
3M,TPA,PNS,530.0707250294585
3M,TPA,TLH,321.83470054698006
3M,TUP,ATL,406.5452203978709
3M,TUP,GLH,222.40049985391644
3O,AMS,NDR,2022.5063348499675
3O,AMS,TNG,2026.9577468574723
3O,BCN,CMN,1226.5156377027934
3O,BCN,NDR,831.1729220730673
3O,BCN,TNG,930.6748512344732
3O,BGY,CMN,2010.084500657936
3O,BLQ,CMN,2042.6883388806168
3O,BRU,CMN,2182.6638045032755
3O,BRU,NDR,1869.696175339892
3O,BRU,TNG,1881.2450006106014
3O,CGN,NDR,1945.7375681288156
3O,CMN,BCN,1226.5156377027934
3O,CMN,BGY,2010.084500657936
3O,CMN,BLQ,2042.6883388806168
3O,CMN,BRU,2182.6638045032755
3O,CMN,CUF,1804.2590542773128
3O,CMN,LGW,2066.2017017865037
3O,CMN,LYS,1747.2148427683976
3O,CMN,MPL,1513.616181924384
3O,CMN,SAW,3349.8310748861377
3O,CMN,TLS,1379.8265417638324
3O,CMN,TSF,2168.041488915717
3O,CUF,CMN,1804.2590542773128
3O,FEZ,MPL,1321.9774272879229
3O,LGW,CMN,2066.2017017865037
3O,LGW,TNG,1774.6329684802379
3O,LYS,CMN,1747.2148427683976
3O,MPL,CMN,1513.616181924384
3O,MPL,FEZ,1321.9774272879229
3O,MPL,NDR,1127.6691268468348
3O,NDR,AMS,2022.5063348499675
3O,NDR,BCN,831.1729220730673
3O,NDR,BRU,1869.696175339892
3O,NDR,CGN,1945.7375681288156
3O,NDR,MPL,1127.6691268468348
3O,NDR,PMI,719.2942027541069
3O,PMI,NDR,719.2942027541069
3O,SAW,CMN,3349.8310748861377
3O,TLS,CMN,1379.8265417638324
3O,TNG,AMS,2026.9577468574723
3O,TNG,BCN,930.6748512344732
3O,TNG,BRU,1881.2450006106014
3O,TNG,LGW,1774.6329684802379
3O,TSF,CMN,2168.041488915717
3P,AUA,LSP,81.48817990942575
3P,AUA,MAR,285.4853867236023
3P,BON,CUR,75.41962012396885
3P,CUR,AUA,119.79153936356269
3P,LSP,AUA,81.48817990942575
3P,MAR,AUA,285.4853867236023
3R,ASF,DME,1235.2380422748795
3R,ASF,LED,1902.0748744480445
3R,BHK,DME,2615.6552278795066
3R,DME,ASF,1235.2380422748795
3R,DME,BHK,2615.6552278795066
3R,DME,EGO,537.0795527366759
3R,DME,FEG,2982.361522753396
3R,DME,KSQ,2775.0664897619663
3R,DME,NMA,2921.8477230938875
3R,DME,NVI,2624.201653980582
3R,DME,SKD,2760.330940215112
3R,DME,TIV,2001.080073580958
3R,EGO,DME,537.0795527366759
3R,FEG,DME,2982.361522753396
3R,KSQ,DME,2775.0664897619663
3R,LED,ASF,1902.0748744480445
3R,NMA,DME,2921.8477230938875
3R,NVI,DME,2624.201653980582
3R,SKD,DME,2760.330940215112
3R,TIV,DME,2001.080073580958
3S,ANU,PTP,100.8007257988649
3S,ANU,PTP,100.8007257988649
3S,CAY,FDF,1440.6321084288477
3S,CAY,FDF,1440.6321084288477
3S,CUR,SDQ,698.095143868334
3S,CUR,SDQ,698.095143868334
3S,DOM,PTP,83.62945123487472
3S,DOM,PTP,83.62945123487472
3S,DOM,SXM,337.60745148142087
3S,DOM,SXM,337.60745148142087
3S,FDF,CAY,1440.6321084288477
3S,FDF,CAY,1440.6321084288477
3S,FDF,PTP,194.6039522396067
3S,FDF,PTP,194.6039522396067
3S,FDF,SDQ,1017.4294222387508
3S,FDF,SDQ,1017.4294222387508
3S,FDF,SLU,63.47972084118654
3S,FDF,SLU,63.47972084118654
3S,PTP,ANU,100.8007257988649
3S,PTP,ANU,100.8007257988649
3S,PTP,DOM,83.62945123487472
3S,PTP,DOM,83.62945123487472
3S,PTP,FDF,194.6039522396067
3S,PTP,FDF,194.6039522396067
3S,PTP,SBH,229.47142261120447
3S,PTP,SBH,229.47142261120447
3S,PTP,SDQ,896.4285869040822
3S,PTP,SDQ,896.4285869040822
3S,PTP,SFG,259.86169936776304
3S,PTP,SFG,259.86169936776304
3S,PTP,SXM,258.96147617784686
3S,PTP,SXM,258.96147617784686
3S,SBH,PTP,229.47142261120447
3S,SBH,PTP,229.47142261120447
3S,SDQ,PTP,896.4285869040822
3S,SDQ,PTP,896.4285869040822
3S,SDQ,SXM,694.1139627065079
3S,SDQ,SXM,694.1139627065079
3S,SFG,PTP,259.86169936776304
3S,SFG,PTP,259.86169936776304
3S,SLU,FDF,63.47972084118654
3S,SLU,FDF,63.47972084118654
3S,SXM,DOM,337.60745148142087
3S,SXM,DOM,337.60745148142087
3S,SXM,PTP,258.96147617784686
3S,SXM,PTP,258.96147617784686
3S,SXM,SDQ,694.1139627065079
3S,SXM,SDQ,694.1139627065079
3U,BHY,XIY,1436.2494860263796
3U,CAN,CKG,965.640890647224
3U,CAN,CTU,1222.6284077580654
3U,CAN,SPN,3517.5802260868777
3U,CGO,CGQ,1463.4353523235745
3U,CGO,CKG,862.4493354273612
3U,CGO,CTU,1025.0271024559268
3U,CGO,HGH,781.2901044299476
3U,CGO,HRB,1620.6789354214627
3U,CGO,KMG,1482.969165117173
3U,CGO,URC,2485.6137133902166
3U,CGQ,CGO,1463.4353523235745
3U,CGQ,NKG,1487.0688180684294
3U,CGQ,TNA,1068.4267192750676
3U,CGQ,TSN,879.4911360551001
3U,CKG,CAN,965.640890647224
3U,CKG,CGO,862.4493354273612
3U,CKG,CSX,662.1263764382018
3U,CKG,CTU,276.1765540058016
3U,CKG,CZX,1277.259524807899
3U,CKG,DLC,1707.2298330222645
3U,CKG,DYG,374.4866129451761
3U,CKG,HAK,1153.883458333725
3U,CKG,HGH,1328.8793183445155
3U,CKG,HKT,2554.6579709716716
3U,CKG,KHN,902.5763046441308
3U,CKG,KMG,630.6937859608281
3U,CKG,LHW,806.2550757364188
3U,CKG,LJG,711.9027459800915
3U,CKG,LXA,1521.7658654202041
3U,CKG,NGB,1429.4463772619022
3U,CKG,NKG,1188.7662294149957
3U,CKG,NNG,805.2729963650825
3U,CKG,PEK,1464.0097081882323
3U,CKG,PVG,1461.2107347843464
3U,CKG,PZI,591.9593714747509
3U,CKG,SWA,1195.3546921309996
3U,CKG,SYD,8484.963284030831
3U,CKG,SYX,1300.0788968603326
3U,CKG,SZX,1063.1456741956613
3U,CKG,TNA,1261.8565441177855
3U,CKG,TSA,1558.639140024176
3U,CKG,TSN,1432.3295344844066
3U,CKG,TYN,1049.7424549412692
3U,CKG,URC,2313.1532472978124
3U,CKG,WUH,736.1594957773094
3U,CKG,WUX,1333.2201914222167
3U,CKG,XIY,562.0029409151974
3U,CKG,XNN,869.4984324945889
3U,CKG,YIH,474.4215642218187
3U,CKG,ZHA,1016.3955125711433
3U,CSX,CKG,662.1263764382018
3U,CSX,CTU,936.5698591021026
3U,CSX,FOC,685.3254655309715
3U,CSX,KMG,1078.3681946684726
3U,CSX,SHE,1761.2296124323543
3U,CSX,WNZ,749.4603310553023
3U,CSX,XMN,634.99146381434
3U,CTU,CAN,1222.6284077580654
3U,CTU,CGO,1025.0271024559268
3U,CTU,CKG,276.1765540058016
3U,CTU,CSX,936.5698591021026
3U,CTU,DCY,400.2382234907472
3U,CTU,DSN,1127.0968710701718
3U,CTU,HAK,1351.825083858453
3U,CTU,HDG,1173.651342298062
3U,CTU,HET,1344.189068547751
3U,CTU,HFE,1276.3104564004
3U,CTU,HGH,1580.222375387982
3U,CTU,HKG,1351.6566549788795
3U,CTU,HKT,2565.709892019976
3U,CTU,ICN,2204.2084190680293
3U,CTU,JHG,1008.00828494859
3U,CTU,JIQ,484.7536156112624
3U,CTU,JZH,254.18635458299252
3U,CTU,KHN,1169.2861750457566
3U,CTU,KMG,617.1225240511034
3U,CTU,KOW,1183.4427806070937
3U,CTU,KWE,528.6171723752445
3U,CTU,LHW,660.824767001687
3U,CTU,LJG,564.1709662419781
3U,CTU,LUM,869.8349017422847
3U,CTU,LXA,1263.352824063965
3U,CTU,LZY,936.6210998462973
3U,CTU,MEL,8697.440511425402
3U,CTU,NKG,1423.9540149608888
3U,CTU,NNG,980.5089894288733
3U,CTU,PEK,1556.0636495367119
3U,CTU,PVG,1703.886492923019
3U,CTU,PZI,495.63007549118896
3U,CTU,SHE,2134.8229959291975
3U,CTU,SJW,1304.2791055316134
3U,CTU,SYX,1472.1759905543831
3U,CTU,SZX,1318.272030715979
3U,CTU,TAO,1647.705364687689
3U,CTU,TNA,1409.9498649266504
3U,CTU,TSA,1833.8780224185668
3U,CTU,TSN,1545.5946911038234
3U,CTU,TYN,1127.3578424166913
3U,CTU,URC,2071.4970248104228
3U,CTU,WNZ,1665.0402684344454
3U,CTU,WUH,981.1806715093186
3U,CTU,WUX,1572.1620467373673
3U,CTU,WXN,429.64433585960563
3U,CTU,XIC,334.85555414648775
3U,CTU,XIY,622.7660519319485
3U,CTU,XMN,1548.8588644889758
3U,CTU,XNN,684.5764467712169
3U,CTU,XUZ,1334.8041219221727
3U,CTU,YIH,721.0946881782438
3U,CTU,YTY,1509.0395792044017
3U,CZX,CKG,1277.259524807899
3U,CZX,HRB,1622.3659650560278
3U,CZX,XMN,835.8969226020662
3U,CZX,ZUH,1271.1857960652278
3U,DAT,TYN,267.6385651986642
3U,DCY,CTU,400.2382234907472
3U,DLC,CKG,1707.2298330222645
3U,DLC,HGH,976.6473994833116
3U,DLC,HRB,835.2022496320751
3U,DLC,TNA,445.7890748751282
3U,DLC,XUZ,651.310238917813
3U,DNH,LHW,868.2475034666305
3U,DSN,CTU,1127.0968710701718
3U,DSN,SHE,1173.8690974392061
3U,DYG,CKG,374.4866129451761
3U,DYG,NKG,858.6327054413978
3U,FOC,CSX,685.3254655309715
3U,FOC,XIY,1410.8998118914028
3U,GXH,LXA,1262.9859757705656
3U,GXH,XIY,560.1700994876902
3U,HAK,CKG,1153.883458333725
3U,HAK,CTU,1351.825083858453
3U,HAK,HGH,1521.3673152057308
3U,HAK,NGB,1560.7775520086225
3U,HAK,ZUH,380.48755698756315
3U,HDG,CTU,1173.651342298062
3U,HET,CTU,1344.189068547751
3U,HFE,CTU,1276.3104564004
3U,HGH,CGO,781.2901044299476
3U,HGH,CKG,1328.8793183445155
3U,HGH,CTU,1580.222375387982
3U,HGH,DLC,976.6473994833116
3U,HGH,HAK,1521.3673152057308
3U,HGH,KWE,1394.3037637636323
3U,HGH,TSN,1028.3947203090627
3U,HGH,TYN,1102.122500701777
3U,HKG,CTU,1351.6566549788795
3U,HKG,YIH,948.5105105823757
3U,HKG,ZHA,386.95383693875056
3U,HKT,CKG,2554.6579709716716
3U,HKT,CTU,2565.709892019976
3U,HRB,CGO,1620.6789354214627
3U,HRB,CZX,1622.3659650560278
3U,HRB,DLC,835.2022496320751
3U,HRB,NGB,1805.401778766208
3U,HRB,NKG,1669.6233296940966
